CUSTOMER_ID|CARD_ID|OPENING_DATE|EXPIRY_DATE|CLOSING_DATE|CLOSING_REASON
"C113556"|"PC10010345"|1995-12-02|2013-12-31||""
"C113555"|"PC10010346"|2009-03-04|2014-03-31||""
"C113554"|"PC10010347"|2007-10-03|2014-10-31||""
"C113553"|"PC10010348"|1997-05-24|2016-07-31||""
"C113552"|"PC10010349"|2003-08-05|2014-04-30||""
"C113551"|"PC10010350"|2006-01-12|2015-01-31||""
"C113550"|"PC10010351"|2004-10-07|2015-01-31||""
"C113549"|"PC10010352"|2003-11-18|2014-11-30||""
"C113548"|"PC10010353"|2011-08-18|2015-08-31|2013-06-13|"VOL_CHURN"
"C113547"|"PC10010354"|2005-06-10|2014-06-30||""
"C113546"|"PC10010355"|2006-11-16|2013-11-30|2013-04-20|"VOL_CHURN"
"C113545"|"PC10010356"|2000-03-03|2014-03-31||""
"C113544"|"PC10010357"|2002-07-20|2014-07-31||""
"C113544"|"PC10010358"|2000-03-03|2014-01-31||""
"C113543"|"PC10010359"|1999-02-10|2015-01-31||""
"C113542"|"PC10010360"|2010-07-21|2014-07-31||""
"C113541"|"PC10010361"|1994-11-27|2014-02-28||""
"C113540"|"PC10010362"|2006-05-18|2016-05-31||""
"C113539"|"PC10010363"|2008-02-02|||""
"C113538"|"PC10010364"|2004-09-23|2013-09-30||""
"C113537"|"PC10010365"|2002-10-13|2013-10-31||""
"C113536"|"PC10010366"|1999-02-14|2014-07-31||""
"C113535"|"PC10010367"|2004-05-26|2014-05-31||""
"C113534"|"PC10010368"|1998-06-15|2015-06-30||""
"C113534"|"PC10010369"|1996-07-14|2016-01-31||""
"C113533"|"PC10010370"|2004-01-17|2016-03-31||""
"C113532"|"PC10010371"|1996-12-15|2014-02-28||""
"C113531"|"PC10010372"|2011-12-06|2015-12-31||""
"C113530"|"PC10010373"|1995-12-23|2016-07-31||""
"C113529"|"PC10010374"|2006-07-19|2016-07-31||""
"C113528"|"PC10010375"|2004-12-18|2013-12-31||""
"C113528"|"PC10010376"|2000-09-27|2016-04-30||""
"C113527"|"PC10010377"|2009-06-20|2016-06-30||""
"C113526"|"PC10010378"|2011-11-10|2013-11-30||""
"C113525"|"PC10010379"|1999-02-14|2014-07-31||""
"C113524"|"PC10010380"|2002-08-23|2013-08-31||""
"C113523"|"PC10010381"|2009-11-04|2013-11-30|2013-03-08|"VOL_CHURN"
"C113522"|"PC10010382"|1995-11-14|2014-02-28||""
"C113521"|"PC10010383"|1996-01-27|2014-03-31||""
"C113520"|"PC10010384"|2000-03-24|2014-03-31|2013-02-02|"VOL_CHURN"
"C113519"|"PC10010385"|2009-07-26|2016-07-31||""
"C113518"|"PC10010386"|2011-06-18|2015-06-30||""
"C113517"|"PC10010387"|2010-06-17|2014-06-30|2013-05-17|"VOL_CHURN"
"C113517"|"PC10010388"|2006-06-24|2016-06-30||""
"C113516"|"PC10010389"|2005-12-09|2014-12-31||""
"C113515"|"PC10010390"|1999-02-14|2014-07-31||""
"C113514"|"PC10010391"|1995-07-23|2015-07-31||""
"C113513"|"PC10010392"|2004-09-15|2013-09-30||""
"C113512"|"PC10010393"|2004-02-10|2014-02-28||""
"C113511"|"PC10010394"|2000-05-28|2014-05-31||""
"C113510"|"PC10010395"|1999-03-10|2013-08-31||""
"C113509"|"PC10010396"|2004-05-14|2014-05-31||""
"C113508"|"PC10010397"|1999-09-15|2014-09-30||""
"C113507"|"PC10010398"|1999-04-14|2015-12-31||""
"C113506"|"PC10010399"|2009-03-21|2014-03-31||""
"C113506"|"PC10010400"|2009-03-04|2016-03-31||""
"C113505"|"PC10010401"|2005-12-07|2014-12-31||""
"C113504"|"PC10010402"|2002-04-10|2015-04-30||""
"C113503"|"PC10010403"|1995-01-21|2015-12-31||""
"C113502"|"PC10010404"|2005-07-16|2014-07-31||""
"C113501"|"PC10010405"|2008-12-05|2015-12-31||""
"C113500"|"PC10010406"|2009-06-26|2016-06-30||""
"C113499"|"PC10010407"|1999-03-02|2014-10-31||""
"C113498"|"PC10010408"|2007-06-02|2016-04-30||""
"C113497"|"PC10010409"|2009-01-23|2016-01-31|2013-04-28|"VOL_CHURN"
"C113496"|"PC10010410"|2008-12-11|2015-12-31||""
"C113495"|"PC10010411"|2006-08-17|2013-08-31||""
"C113494"|"PC10010412"|2009-03-27|2016-03-31||""
"C113493"|"PC10010413"|2007-06-27|2014-06-30||""
"C113492"|"PC10010414"|2005-04-14|2014-04-30||""
"C113491"|"PC10010415"|2009-05-17|2014-05-31||""
"C113491"|"PC10010416"|2002-05-29|2015-03-31||""
"C113490"|"PC10010417"|2005-06-10|2015-03-31||""
"C113489"|"PC10010418"|1999-01-31|2014-01-31||""
"C113488"|"PC10010419"|2007-02-25|2014-02-28||""
"C113487"|"PC10010420"|2003-02-02|2014-02-28||""
"C113486"|"PC10010421"|2010-12-17|2014-12-31|2013-02-13|""
"C113485"|"PC10010422"|2007-01-17|2014-01-31||""
"C113484"|"PC10010423"|1996-08-08|2016-06-30|2013-04-27|"VOL_CHURN"
"C113483"|"PC10010424"|1998-08-02|2014-08-31||""
"C113482"|"PC10010425"|2006-02-12|||""
"C113481"|"PC10010426"|2005-02-04|2014-02-28||""
"C113480"|"PC10010427"|2001-11-17|2014-11-30||""
"C113479"|"PC10010428"|2005-08-05|2014-08-31||""
"C113478"|"PC10010429"|1998-06-20|2014-06-30||""
"C113477"|"PC10010430"|2012-01-04|2016-01-31||""
"C113476"|"PC10010431"|2004-04-07|2014-04-30|2013-05-17|"VOL_CHURN"
"C113475"|"PC10010432"|1999-07-06|2015-07-31||""
"C113474"|"PC10010433"|1999-03-02|2016-07-31||""
"C113473"|"PC10010434"|2006-04-15|2016-04-30||""
"C113472"|"PC10010435"|2001-01-25|2014-01-31||""
"C113471"|"PC10010436"|1995-04-04|2014-04-30||""
"C113470"|"PC10010437"|2008-03-27|2015-03-31||""
"C113470"|"PC10010438"|2007-06-28|2015-04-30||""
"C113469"|"PC10010439"|2007-06-21|2014-06-30||""
"C113468"|"PC10010440"|2007-08-30|2014-08-31||""
"C113467"|"PC10010441"|1998-07-13|2014-06-30||""
"C113466"|"PC10010442"|2011-09-02|2015-09-30||""
"C113465"|"PC10010443"|2003-12-13|2014-12-31||""
"C113464"|"PC10010444"|2001-10-13|2013-10-31||""
"C113463"|"PC10010445"|1999-02-10|2016-07-31||""
"C113462"|"PC10010446"|1998-08-02|2016-07-31|2013-03-16|"VOL_CHURN"
"C113461"|"PC10010447"|2004-11-05|2013-11-30||""
"C113460"|"PC10010448"|2001-03-02|2014-03-31||""
"C113459"|"PC10010449"|1999-02-10|2014-07-31||""
"C113459"|"PC10010450"|1998-10-04|2015-10-31||""
"C113458"|"PC10010451"|2009-05-17|2014-05-31||""
"C113458"|"PC10010452"|1999-03-10|2016-01-31||""
"C113457"|"PC10010453"|2001-05-13|2014-05-31||""
"C113456"|"PC10010454"|2005-12-10|2014-12-31||""
"C113455"|"PC10010455"|2003-07-02|2014-07-31||""
"C113454"|"PC10010456"|1999-09-08|2014-09-30||""
"C113453"|"PC10010457"|2007-05-31||2013-06-20|""
"C113453"|"PC10010458"|1999-02-14|2016-01-31||""
"C113452"|"PC10010459"|1997-04-20|2014-04-30|2013-05-19|"VOL_CHURN"
"C113451"|"PC10010460"|2007-09-28|2014-09-30||""
"C113451"|"PC10010461"|2007-04-17|2014-04-30||""
"C113450"|"PC10010462"|2010-05-16||2013-04-05|"VOL_CHURN"
"C113449"|"PC10010463"|2011-04-21|2015-04-30|2013-03-21|"VOL_CHURN"
"C113448"|"PC10010464"|2002-07-17|2016-07-31|2013-03-02|"VOL_CHURN"
"C113447"|"PC10010465"|2011-02-04|||""
"C113446"|"PC10010466"|1999-02-10|2016-04-30||""
"C113445"|"PC10010467"|2003-07-05|2014-04-30||""
"C113444"|"PC10010468"|1999-03-02|2014-10-31||""
"C113443"|"PC10010469"|1999-10-14|2013-10-31||""
"C113442"|"PC10010470"|2005-04-02|2014-04-30||""
"C113441"|"PC10010471"|2009-03-21|2014-03-31||""
"C113441"|"PC10010472"|2006-04-08|2016-04-30||""
"C113440"|"PC10010473"|2011-05-11|2015-05-31||""
"C113439"|"PC10010474"|1998-07-30|2015-03-31|2013-06-27|"VOL_CHURN"
"C113438"|"PC10010475"|2011-07-16|2015-07-31|2013-04-01|"VOL_CHURN"
"C113437"|"PC10010476"|2005-02-04|2014-02-28||""
"C113436"|"PC10010477"|2006-08-03|2013-08-31||""
"C113435"|"PC10010478"|2006-06-23|2016-06-30||""
"C113435"|"PC10010479"|1999-02-10|2014-07-31||""
"C113434"|"PC10010480"|1999-02-04|2014-02-28|2013-05-06|""
"C113433"|"PC10010481"|2011-01-14|2015-01-31||""
"C113432"|"PC10010482"|2007-12-08|2014-12-31||""
"C113431"|"PC10010483"|2012-02-02|2016-02-28|2013-04-23|"VOL_CHURN"
"C113430"|"PC10010484"|2006-08-05|2013-08-31||""
"C113429"|"PC10010485"|2001-12-09|2014-12-31|2013-05-01|"VOL_CHURN"
"C113428"|"PC10010486"|2008-11-08|2015-11-30||""
"C113427"|"PC10010487"|2002-04-04|2014-07-31||""
"C113426"|"PC10010488"|2004-08-01|2013-08-31||""
"C113425"|"PC10010489"|2002-04-06|2014-04-30||""
"C113424"|"PC10010490"|1997-04-27|2014-08-31||""
"C113423"|"PC10010491"|2007-10-27|2015-07-31||""
"C113422"|"PC10010492"|1999-03-10|2014-10-31||""
"C113421"|"PC10010493"|1998-07-18|2014-06-30||""
"C113420"|"PC10010494"|2009-10-16|2013-10-31|2013-06-09|"VOL_CHURN"
"C113419"|"PC10010495"|2007-06-23|2014-06-30||""
"C113418"|"PC10010496"|2007-12-11|2015-10-31||""
"C113417"|"PC10010497"|2009-10-17|2013-10-31||""
"C113416"|"PC10010498"|1995-07-06|2014-05-31||""
"C113415"|"PC10010499"|2003-01-08|2014-01-31|2012-10-28|"VOL_CHURN"
"C113414"|"PC10010500"|2007-06-26|2014-06-30||""
"C113413"|"PC10010501"|2011-03-31|2016-03-31||""
"C113412"|"PC10010502"|1994-12-23|2014-09-30||""
"C113411"|"PC10010503"|1997-08-14|2015-08-31||""
"C113411"|"PC10010504"|1997-04-04|2016-04-30|2013-04-20|"VOL_CHURN"
"C113410"|"PC10010505"|1998-06-01|2014-06-30||""
"C113409"|"PC10010506"|2005-06-10|2014-06-30||""
"C113408"|"PC10010507"|2005-06-10|2014-06-30||""
"C113407"|"PC10010508"|2009-12-09|2013-12-31|2013-05-15|"VOL_CHURN"
"C113406"|"PC10010509"|2011-08-05|2015-08-31||""
"C113405"|"PC10010510"|2009-03-21|2014-03-31||""
"C113404"|"PC10010511"|1997-04-02|2014-04-30||""
"C113403"|"PC10010512"|2001-08-16|2014-08-31||""
"C113402"|"PC10010513"|1999-03-02|2014-10-31||""
"C113401"|"PC10010514"|1998-03-08|2014-12-31||""
"C113400"|"PC10010515"|2004-09-10|2013-09-30||""
"C113399"|"PC10010516"|2007-08-07|2014-08-31||""
"C113398"|"PC10010517"|2009-03-21|2014-03-31|2013-04-02|"VOL_CHURN"
"C113398"|"PC10010518"|2000-06-25|2014-06-30||""
"C113397"|"PC10010519"|1995-07-16|2015-03-31||""
"C113396"|"PC10010520"|2007-06-28|2014-06-30||""
"C113396"|"PC10010521"|2003-07-22|2014-07-31||""
"C113395"|"PC10010522"|2006-08-16|2013-08-31||""
"C113395"|"PC10010523"|2005-06-04|2014-06-30||""
"C113394"|"PC10010524"|1996-10-16|2014-03-31||""
"C113393"|"PC10010525"|2008-07-04|2015-07-31||""
"C113392"|"PC10010526"|2007-11-23|2014-11-30||""
"C113391"|"PC10010527"|1999-03-10|2014-10-31|2013-06-10|"VOL_CHURN"
"C113390"|"PC10010528"|1999-09-07|2014-09-30||""
"C113390"|"PC10010529"|1999-09-07|2015-09-30||""
"C113389"|"PC10010530"|2001-04-11|2014-05-31||""
"C113388"|"PC10010531"|1998-08-06|2015-03-31||""
"C113387"|"PC10010532"|2011-12-17|2015-12-31||""
"C113386"|"PC10010533"|1999-02-10|2014-07-31||""
"C113385"|"PC10010534"|2001-06-23|2014-06-30||""
"C113384"|"PC10010535"|2000-08-04|2013-08-31||""
"C113383"|"PC10010536"|2002-10-18|2013-10-31||""
"C113382"|"PC10010537"|2002-06-23|2014-06-30||""
"C113381"|"PC10010538"|2005-12-10|2014-12-31||""
"C113380"|"PC10010539"|2004-02-25|2014-02-28||""
"C113379"|"PC10010540"|2000-01-22|2014-01-31||""
"C113378"|"PC10010541"|1998-08-13|2014-11-30||""
"C113377"|"PC10010542"|2004-02-18|2014-02-28||""
"C113376"|"PC10010543"|2006-07-08|2016-07-31||""
"C113375"|"PC10010544"|2006-08-04|2014-05-31||""
"C113374"|"PC10010545"|2011-09-03|2015-09-30||""
"C113373"|"PC10010546"|2011-12-07|2015-12-31||""
"C113372"|"PC10010547"|2002-07-05|2013-12-31||""
"C113371"|"PC10010548"|2003-08-12|2016-05-31||""
"C113371"|"PC10010549"|2003-06-25|2014-06-30||""
"C113370"|"PC10010550"|2007-07-26|2014-07-31||""
"C113369"|"PC10010551"|2009-03-21|2013-08-31||""
"C113368"|"PC10010552"|1996-12-06|2013-12-31||""
"C113367"|"PC10010553"|2005-07-28|2015-12-31||""
"C113366"|"PC10010554"|2000-09-13|2013-09-30||""
"C113365"|"PC10010555"|1998-03-16|2014-03-31||""
"C113364"|"PC10010556"|1999-02-10|2015-06-30||""
"C113363"|"PC10010557"|1998-07-06|2015-07-31||""
"C113363"|"PC10010558"|1996-05-23|2014-05-31||""
"C113362"|"PC10010559"|2004-01-13|2014-01-31||""
"C113361"|"PC10010560"|2008-11-26|2015-11-30||""
"C113360"|"PC10010561"|2005-07-08|2014-07-31||""
"C113359"|"PC10010562"|1997-12-06|2013-12-31||""
"C113358"|"PC10010563"|2006-09-06|2014-08-31||""
"C113357"|"PC10010564"|2003-07-26|2014-07-31||""
"C113356"|"PC10010565"|1992-06-17|2014-06-30|2013-04-28|"VOL_CHURN"
"C113355"|"PC10010566"|1998-03-13|2014-03-31|2013-04-20|"VOL_CHURN"
"C113354"|"PC10010567"|1998-07-10|2015-07-31||""
"C113353"|"PC10010568"|2007-01-31|2016-04-30||""
"C113352"|"PC10010569"|2009-09-23|2013-09-30||""
"C113351"|"PC10010570"|1995-05-07|2014-05-31||""
"C113350"|"PC10010571"|2003-02-07|2013-12-31||""
"C113349"|"PC10010572"|2007-08-10|2014-08-31||""
"C113348"|"PC10010573"|2003-01-12|2014-01-31||""
"C113347"|"PC10010574"|1995-03-16|2014-03-31|2013-01-15|"INVOL_CHURN"
"C113346"|"PC10010575"|1999-03-10|2014-10-31||""
"C113345"|"PC10010576"|1999-03-10|2014-10-31||""
"C113344"|"PC10010577"|2004-12-10|2013-12-31||""
"C113343"|"PC10010578"|2011-02-18||2013-06-25|"VOL_CHURN"
"C113342"|"PC10010579"|2010-08-05|2014-08-31||""
"C113341"|"PC10010580"|2009-02-21|2016-02-28||""
"C113340"|"PC10010581"|2007-07-04|2016-04-30||""
"C113339"|"PC10010582"|2006-08-20|2013-08-31||""
"C113338"|"PC10010583"|2001-09-29|2016-03-31||""
"C113337"|"PC10010584"|2009-09-23|2013-09-30||""
"C113336"|"PC10010585"|2009-10-14|2013-10-31||""
"C113335"|"PC10010586"|2005-12-22|2014-12-31|2013-04-02|"VOL_CHURN"
"C113334"|"PC10010587"|2000-12-02|2014-11-30||""
"C113333"|"PC10010588"|1999-07-22|2014-07-31||""
"C113332"|"PC10010589"|2000-04-05|2014-04-30||""
"C113331"|"PC10010590"|2002-09-18|2013-09-30||""
"C113330"|"PC10010591"|2008-06-19|2015-06-30|2013-03-12|""
"C113330"|"PC10010592"|1996-01-11|2014-12-31||""
"C113329"|"PC10010593"|2007-07-17|2014-07-31||""
"C113329"|"PC10010594"|2001-11-17|2014-11-30||""
"C113328"|"PC10010595"|2003-06-19|2014-06-30||""
"C113327"|"PC10010596"|1998-04-23|2016-04-30||""
"C113326"|"PC10010597"|1999-02-14|2014-07-31||""
"C113325"|"PC10010598"|2007-06-29|2014-06-30||""
"C113324"|"PC10010599"|1996-09-14|2014-04-30||""
"C113323"|"PC10010600"|2000-09-30|2013-11-30||""
"C113322"|"PC10010601"|2009-12-02|2013-12-31||""
"C113322"|"PC10010602"|2005-01-20|2014-01-31||""
"C113321"|"PC10010603"|2002-06-28|2015-07-31|2013-03-07|"VOL_CHURN"
"C113320"|"PC10010604"|1999-10-22|2014-10-31||""
"C113319"|"PC10010605"|2006-04-30|2016-04-30||""
"C113318"|"PC10010606"|2009-03-04|2014-03-31||""
"C113317"|"PC10010607"|2009-03-21|2014-03-31||""
"C113317"|"PC10010608"|1997-07-26|2016-06-30||""
"C113316"|"PC10010609"|2002-06-29|2014-06-30||""
"C113315"|"PC10010610"|2004-02-11|2014-04-30||""
"C113314"|"PC10010611"|2009-01-02|2016-01-31|2013-03-02|"VOL_CHURN"
"C113313"|"PC10010612"|1999-03-02|2016-07-31||""
"C113312"|"PC10010613"|2011-01-15|2015-01-31||""
"C113311"|"PC10010614"|1995-07-30|2014-04-30||""
"C113310"|"PC10010615"|2006-05-18|2016-05-31||""
"C113309"|"PC10010616"|2009-03-04|2014-03-31||""
"C113308"|"PC10010617"|2011-07-14|2015-07-31||""
"C113307"|"PC10010618"|1999-03-27|2015-12-31||""
"C113306"|"PC10010619"|2006-07-05|2016-07-31||""
"C113306"|"PC10010620"|1999-12-15|2014-12-31||""
"C113305"|"PC10010621"|2000-01-04|2014-01-31||""
"C113304"|"PC10010622"|2006-06-15|2014-06-30||""
"C113303"|"PC10010623"|1998-08-12|2014-05-31||""
"C113302"|"PC10010624"|2003-07-02|2014-07-31||""
"C113301"|"PC10010625"|2006-05-24|2015-05-31||""
"C113300"|"PC10010626"|2001-10-21|2014-10-31||""
"C113299"|"PC10010627"|1997-11-27|2014-12-31||""
"C113298"|"PC10010628"|2002-06-23|2013-10-31|2013-03-16|"VOL_CHURN"
"C113297"|"PC10010629"|2004-01-15|2014-04-30|2013-06-12|"VOL_CHURN"
"C113296"|"PC10010630"|2003-03-19|2013-10-31||""
"C113295"|"PC10010631"|2011-01-08|2015-01-31||""
"C113295"|"PC10010632"|2001-01-03|2015-01-31||""
"C113294"|"PC10010633"|2011-09-10|2015-09-30||""
"C113293"|"PC10010634"|2001-02-22|2013-12-31||""
"C113292"|"PC10010635"|1996-08-08|2014-05-31||""
"C113291"|"PC10010636"|1999-09-25|2014-09-30||""
"C113290"|"PC10010637"|2005-06-10|2014-06-30||""
"C113289"|"PC10010638"|1998-11-01|2014-02-28||""
"C113288"|"PC10010639"|1999-03-10|2014-10-31||""
"C113287"|"PC10010640"|2000-04-29|2014-04-30||""
"C113286"|"PC10010641"|2003-06-25|2014-06-30||""
"C113285"|"PC10010642"|2005-07-24|2014-07-31||""
"C113284"|"PC10010643"|1999-08-05|2015-08-31||""
"C113284"|"PC10010644"|1997-02-20|2014-02-28|2013-06-07|"VOL_CHURN"
"C113283"|"PC10010645"|2010-08-01|2014-08-31||""
"C113282"|"PC10010646"|2002-06-14|2014-06-30||""
"C113281"|"PC10010647"|2011-07-26|2015-07-31||""
"C113280"|"PC10010648"|2007-06-29|2014-06-30||""
"C113280"|"PC10010649"|1996-03-20|2014-03-31||""
"C113279"|"PC10010650"|2006-02-25||2013-01-20|"VOL_CHURN"
"C113278"|"PC10010651"|2009-03-21|2014-03-31||""
"C113278"|"PC10010652"|1999-03-10|2016-01-31||""
"C113277"|"PC10010653"|1999-02-14|2014-07-31||""
"C113276"|"PC10010654"|2002-05-05|2014-05-31||""
"C113275"|"PC10010655"|2002-08-07|2014-03-31||""
"C113274"|"PC10010656"|2007-06-21|2014-06-30||""
"C113273"|"PC10010657"|2010-12-12|2014-12-31||""
"C113272"|"PC10010658"|2004-10-30|2014-04-30||""
"C113271"|"PC10010659"|1999-02-10|2013-12-31|2013-06-12|"VOL_CHURN"
"C113270"|"PC10010660"|2007-06-26|2014-06-30||""
"C113269"|"PC10010661"|2002-06-14|2014-06-30||""
"C113268"|"PC10010662"|1999-02-10|2014-07-31||""
"C113267"|"PC10010663"|2001-11-17|2014-11-30|2013-03-19|""
"C113266"|"PC10010664"|2009-12-09|2013-12-31||""
"C113265"|"PC10010665"|2003-07-02|2014-07-31||""
"C113264"|"PC10010666"|2007-02-07|2015-12-31||""
"C113263"|"PC10010667"|2002-07-20|2016-07-31||""
"C113262"|"PC10010668"|1997-08-06|2014-05-31||""
"C113261"|"PC10010669"|2006-11-10|2013-10-31||""
"C113260"|"PC10010670"|2011-10-18|2015-10-31||""
"C113259"|"PC10010671"|1996-06-26|2015-06-30||""
"C113258"|"PC10010672"|2006-05-26|2016-05-31||""
"C113257"|"PC10010673"|2003-07-17|2015-06-30||""
"C113256"|"PC10010674"|1999-03-02|2014-10-31||""
"C113255"|"PC10010675"|1997-11-08|2014-02-28||""
"C113254"|"PC10010676"|2006-08-18|2016-01-31||""
"C113253"|"PC10010677"|2007-03-02|2014-03-31||""
"C113252"|"PC10010678"|2010-07-24|2014-07-31||""
"C113251"|"PC10010679"|2003-02-12|2014-02-28||""
"C113250"|"PC10010680"|1998-05-22|2014-05-31||""
"C113249"|"PC10010681"|1999-06-29|2014-06-30||""
"C113248"|"PC10010682"|2010-09-03|2014-09-30||""
"C113247"|"PC10010683"|2009-03-21|2014-03-31||""
"C113247"|"PC10010684"|2006-08-27|2013-08-31||""
"C113246"|"PC10010685"|2000-07-16|2013-10-31||""
"C113245"|"PC10010686"|2007-06-29|2014-06-30||""
"C113244"|"PC10010687"|2004-06-10|2014-06-30||""
"C113243"|"PC10010688"|1996-09-07|2016-05-31||""
"C113242"|"PC10010689"|2011-02-20|2014-01-31|2013-04-19|"VOL_CHURN"
"C113241"|"PC10010690"|2011-02-06|||""
"C113240"|"PC10010691"|1999-12-02|2015-03-31||""
"C113239"|"PC10010692"|2005-06-10|2014-06-30||""
"C113238"|"PC10010693"|1998-07-09|2015-07-31||""
"C113237"|"PC10010694"|2009-09-04|2013-09-30||""
"C113236"|"PC10010695"|2011-07-22|2015-07-31||""
"C113235"|"PC10010696"|2003-08-01|2014-08-31||""
"C113235"|"PC10010697"|2001-06-03|2014-06-30||""
"C113234"|"PC10010698"|1996-12-09|2013-12-31||""
"C113233"|"PC10010699"|1995-10-26|2014-03-31||""
"C113232"|"PC10010700"|2009-05-17|2014-05-31||""
"C113231"|"PC10010701"|1996-05-09|2014-06-30||""
"C113230"|"PC10010702"|1996-09-09|2014-04-30||""
"C113229"|"PC10010703"|2003-02-28|2014-02-28||""
"C113228"|"PC10010704"|2006-07-06|2016-07-31||""
"C113227"|"PC10010705"|2003-06-06|2014-06-30||""
"C113226"|"PC10010706"|2005-06-03|2014-06-30||""
"C113225"|"PC10010707"|2000-07-15|2015-07-31||""
"C113224"|"PC10010708"|2011-07-23|2015-07-31||""
"C113223"|"PC10010709"|1997-04-02|2015-08-31||""
"C113222"|"PC10010710"|1999-08-11|2014-08-31||""
"C113221"|"PC10010711"|1995-02-06|2014-02-28||""
"C113220"|"PC10010712"|1999-07-31|2014-12-31||""
"C113219"|"PC10010713"|2011-07-26|2015-07-31|2013-05-21|"VOL_CHURN"
"C113219"|"PC10010714"|1999-10-05|2013-07-31|2013-03-08|"VOL_CHURN"
"C113219"|"PC10010715"|1997-05-08|2015-12-31||""
"C113218"|"PC10010716"|1999-02-10|2014-03-31||""
"C113217"|"PC10010717"|2007-06-29|2014-06-30||""
"C113216"|"PC10010718"|2003-07-02|2015-06-30||""
"C113215"|"PC10010719"|2007-08-08|2014-08-31||""
"C113214"|"PC10010720"|2010-07-10|2014-07-31||""
"C113213"|"PC10010721"|2005-11-11|2014-11-30||""
"C113212"|"PC10010722"|2011-11-30|2015-11-30||""
"C113211"|"PC10010723"|1997-06-28|2014-04-30||""
"C113210"|"PC10010724"|2005-07-29|2014-07-31|2013-02-10|""
"C113209"|"PC10010725"|1999-07-31|2014-12-31||""
"C113208"|"PC10010726"|2002-02-21|2014-02-28||""
"C113207"|"PC10010727"|1994-03-26|2016-07-31||""
"C113206"|"PC10010728"|2003-07-02|2014-07-31||""
"C113205"|"PC10010729"|1997-11-20|2014-02-28||""
"C113204"|"PC10010730"|2002-10-16|2013-10-31||""
"C113203"|"PC10010731"|1997-11-17|2014-02-28||""
"C113202"|"PC10010732"|2009-05-17|2014-05-31||""
"C113202"|"PC10010733"|1994-12-30|2016-03-31||""
"C113201"|"PC10010734"|2008-05-07|2015-05-31||""
"C113200"|"PC10010735"|1999-03-10|2013-09-30||""
"C113199"|"PC10010736"|2010-10-27|2014-10-31||""
"C113198"|"PC10010737"|2009-03-21|2014-03-31||""
"C113198"|"PC10010738"|2005-06-15|2014-06-30||""
"C113197"|"PC10010739"|2005-12-10|2014-12-31||""
"C113197"|"PC10010740"|1999-02-14|2014-07-31||""
"C113196"|"PC10010741"|2003-02-22|2014-02-28||""
"C113195"|"PC10010742"|2007-05-24|2014-05-31||""
"C113194"|"PC10010743"|1999-02-10|2014-07-31||""
"C113193"|"PC10010744"|1994-06-23|2016-01-31||""
"C113192"|"PC10010745"|2000-01-13|2015-12-31||""
"C113191"|"PC10010746"|1999-03-10|2014-10-31||""
"C113190"|"PC10010747"|1995-11-11|2015-11-30||""
"C113189"|"PC10010748"|1999-02-10|2014-07-31||""
"C113188"|"PC10010749"|2008-11-27|2015-11-30|2012-09-27|"VOL_CHURN"
"C113187"|"PC10010750"|2011-05-04|2015-05-31||""
"C113187"|"PC10010751"|2009-06-10|2016-06-30||""
"C113186"|"PC10010752"|2000-11-18|2013-11-30||""
"C113185"|"PC10010753"|2010-11-10|2014-11-30||""
"C113184"|"PC10010754"|2010-07-17|2014-07-31||""
"C113183"|"PC10010755"|1996-07-21|2016-06-30||""
"C113182"|"PC10010756"|2005-05-08|2014-05-31||""
"C113181"|"PC10010757"|1999-03-10|2013-09-30||""
"C113180"|"PC10010758"|2003-06-20|2014-06-30||""
"C113180"|"PC10010759"|1997-11-23|2015-09-30||""
"C113179"|"PC10010760"|2010-04-03|2014-04-30||""
"C113178"|"PC10010761"|2002-06-21|2014-06-30||""
"C113178"|"PC10010762"|1999-04-14|2016-04-30||""
"C113177"|"PC10010763"|1999-03-10|2014-10-31||""
"C113176"|"PC10010764"|2003-01-03|2014-01-31||""
"C113175"|"PC10010765"|2001-11-17|2014-11-30||""
"C113174"|"PC10010766"|1999-03-10|2014-02-28||""
"C113173"|"PC10010767"|2001-06-24|2014-06-30|2013-06-20|"VOL_CHURN"
"C113172"|"PC10010768"|2011-04-30|2015-04-30||""
"C113171"|"PC10010769"|2007-01-21|2016-05-31||""
"C113170"|"PC10010770"|2005-08-03|2016-07-31||""
"C113169"|"PC10010771"|1997-05-24|2015-06-30||""
"C113168"|"PC10010772"|2005-10-06|2014-10-31||""
"C113167"|"PC10010773"|2000-07-07|2016-07-31|2013-03-17|"VOL_CHURN"
"C113166"|"PC10010774"|2011-11-04|2015-11-30||""
"C113165"|"PC10010775"|2009-10-10|2013-10-31||""
"C113164"|"PC10010776"|1997-04-04|2014-04-30||""
"C113163"|"PC10010777"|2009-03-04|2014-02-28||""
"C113162"|"PC10010778"|2010-07-21|2014-07-31||""
"C113161"|"PC10010779"|1999-03-02|2014-10-31||""
"C113160"|"PC10010780"|1994-10-23|2013-11-30||""
"C113159"|"PC10010781"|1999-04-14|2014-04-30||""
"C113158"|"PC10010782"|2009-03-04|2014-02-28||""
"C113158"|"PC10010783"|2006-07-26|2016-07-31||""
"C113157"|"PC10010784"|2009-03-04|2014-03-31||""
"C113156"|"PC10010785"|2009-03-21|2014-03-31||""
"C113156"|"PC10010786"|2003-11-18|2014-11-30||""
"C113155"|"PC10010787"|2008-03-09|2015-03-31||""
